ErrProviderName宏定义,ErrProviderName名字,注释,
ACS_SHAREMGNT,acssharemgnt,acssharemgnt 错误提供者,
,,,
异常宏定义,异常ID,注释,HTTP错误码
FAILED_TO_CREATE_DB_OPERATOR_POOL_FACTORY,0x00001001L,无法创建dbpoolfactory实例,500000000
USER_ID_NOT_EXISTS,0x00001002L,用户ID不存在,500000000
KEY_CONFIG_NOT_EXISTS,0x00001003L,获取的key配置不存在,500000000
SER_DISABLED,0x00001004L,用户已被禁用,401001004
