ErrProviderName宏定义,ErrProviderName名字,注释,
ACS_DRIVEN_ADAPTER,acsdrivenadapter,acs_drivenadapter 错误提供者,
,,,
异常宏定义,异常ID,注释,HTTP错误码
FAILED_TO_CREATE_XPCOM_INSTANCE,0x00000601L,XPCOM 组件对象创建失败,500000000
DRIVEN_HTTP_SERVER_INTERNAL_ERR,0x00000602L,内部错误,500000000
INVALID_PARAMETER_VALUES,0x00000603L,非法参数,400000000
